refDate,geo,valNormP_TotNPOs,valNormP_BusNPOs,valNormP_CommNPOs,valNormP_GovNPOs,valNorm_TotNPOs,valNorm_BusNPOs,valNorm_CommNPOs,valNorm_GovNPOs,label_TotNPOs,label_BusNPOs,label_CommNPOs,label_GovNPOs
2018-01-01,NB,1.5087260034904013,1.7220216606498195,1.5131782945736434,1.4546672621706118,5187000000,954000000,976000000,3257000000,$5.2B,$954.0M,$976.0M,$3.3B
2018-01-01,NL,1.4961071317346621,1.8802228412256268,1.6796407185628743,1.4169976171564733,4804000000,675000000,561000000,3568000000,$4.8B,$675.0M,$561.0M,$3.6B
2018-01-01,NS,1.5041353383458647,1.8622540250447228,1.5367521367521368,1.4377610693400167,8002000000,1041000000,1798000000,5163000000,$8.0B,$1.0B,$1.8B,$5.2B
2018-01-01,NT,1.5594405594405594,1.4943820224719102,1.5357142857142858,1.58984375,669000000,133000000,129000000,407000000,$669.0M,$133.0M,$129.0M,$407.0M
2018-01-01,NU,1.678082191780822,1.5555555555555556,1.9242424242424243,1.3714285714285714,245000000,70000000,127000000,48000000,$245.0M,$70.0M,$127.0M,$48.0M
2018-01-01,ON,1.590503252822852,1.7286027798098025,1.5262823107615797,1.585231107666925,106349000000,16541000000,26394000000,63414000000,$106.3B,$16.5B,$26.4B,$63.4B
2018-01-01,PE,1.5893536121673004,1.5113636363636365,1.5526315789473684,1.6081771720613287,1254000000,133000000,177000000,944000000,$1.3B,$133.0M,$177.0M,$944.0M
2018-01-01,QC,1.5316436971475063,1.7733133993646046,1.5600602107375816,1.4692018221429985,62125000000,9489000000,15546000000,37090000000,$62.1B,$9.5B,$15.5B,$37.1B
2018-01-01,SK,1.5177804500944856,1.5069551777434311,1.8259557344064385,1.4461722488038278,8835000000,975000000,1815000000,6045000000,$8.8B,$975.0M,$1.8B,$6.0B
2018-01-01,YT,1.6101694915254237,1.5416666666666667,1.8644067796610169,1.4680851063829787,285000000,37000000,110000000,138000000,$285.0M,$37.0M,$110.0M,$138.0M
2019-01-01,AB,1.4952738573093358,1.8056902683478824,1.4973013214219244,1.4291349292709468,34644000000,5585000000,8045000000,21014000000,$34.6B,$5.6B,$8.0B,$21.0B
2019-01-01,BC,1.7447819715632302,2.0374967675200413,1.714578672632364,1.6842302409788987,44054000000,7879000000,9197000000,26978000000,$44.1B,$7.9B,$9.2B,$27.0B
2019-01-01,CA,1.616290788930194,1.8389762836381058,1.6178892215568863,1.5666698893449467,293478000000,46059000000,69168000000,178251000000,$293.5B,$46.1B,$69.2B,$178.3B
2019-01-01,MB,1.5806855532947253,1.6733167082294265,1.8407494145199064,1.486065954482118,10099000000,1342000000,2358000000,6399000000,$10.1B,$1.3B,$2.4B,$6.4B
2019-01-01,NB,1.5159976730657359,1.8249097472924187,1.5891472868217054,1.4184903974988834,5212000000,1011000000,1025000000,3176000000,$5.2B,$1.0B,$1.0B,$3.2B
2019-01-01,NL,1.513235752102149,1.9387186629526463,1.718562874251497,1.4253375694996029,4859000000,696000000,574000000,3589000000,$4.9B,$696.0M,$574.0M,$3.6B
2019-01-01,NS,1.5539473684210525,1.926654740608229,1.5786324786324786,1.4878863826232247,8267000000,1077000000,1847000000,5343000000,$8.3B,$1.1B,$1.8B,$5.3B
2019-01-01,NT,1.641025641025641,1.5280898876404494,1.6428571428571428,1.6796875,704000000,136000000,138000000,430000000,$704.0M,$136.0M,$138.0M,$430.0M
2019-01-01,NU,1.8150684931506849,1.6222222222222222,2.1363636363636362,1.457142857142857,265000000,73000000,141000000,51000000,$265.0M,$73.0M,$141.0M,$51.0M
2019-01-01,ON,1.6251402078815524,1.7845124882432857,1.5970623951888048,1.5991550633702472,108665000000,17076000000,27618000000,63971000000,$108.7B,$17.1B,$27.6B,$64.0B
2019-01-01,PE,1.6337135614702154,1.4318181818181819,1.631578947368421,1.6643952299829643,1289000000,126000000,186000000,977000000,$1.3B,$126.0M,$186.0M,$977.0M
2019-01-01,QC,1.627893789600848,1.8770323304055316,1.6088309081786252,1.5826104179045355,66029000000,10044000000,16032000000,39953000000,$66.0B,$10.0B,$16.0B,$40.0B
2019-01-01,SK,1.5571207696272118,1.5054095826893354,1.8953722334004024,1.484688995215311,9064000000,974000000,1884000000,6206000000,$9.1B,$974.0M,$1.9B,$6.2B
2019-01-01,YT,1.7909604519774012,1.75,1.88135593220339,1.7446808510638299,317000000,42000000,111000000,164000000,$317.0M,$42.0M,$111.0M,$164.0M
2020-01-01,AB,1.5953644956623074,1.7200129324280633,1.592034245300577,1.570252992383025,36963000000,5320000000,8554000000,23089000000,$37.0B,$5.3B,$8.6B,$23.1B
2020-01-01,BC,1.8681927997148402,2.0504266873545385,1.872296793437733,1.8228243226370333,47170000000,7929000000,10043000000,29198000000,$47.2B,$7.9B,$10.0B,$29.2B
2020-01-01,CA,1.7346495938317499,1.8318294338417311,1.7340709206586826,1.7134746038302997,314969000000,45880000000,74135000000,194954000000,$315.0B,$45.9B,$74.1B,$195.0B
2020-01-01,MB,1.6282673344811394,1.5897755610972568,1.920374707259953,1.5485369252206225,10403000000,1275000000,2460000000,6668000000,$10.4B,$1.3B,$2.5B,$6.7B
2020-01-01,NB,1.5948225712623618,1.8267148014440433,1.6837209302325582,1.511835640911121,5483000000,1012000000,1086000000,3385000000,$5.5B,$1.0B,$1.1B,$3.4B
2020-01-01,NL,1.4973528495795703,1.883008356545961,1.7455089820359282,1.4094519459888801,4808000000,676000000,583000000,3549000000,$4.8B,$676.0M,$583.0M,$3.5B
2020-01-01,NS,1.6441729323308272,1.9803220035778175,1.7666666666666666,1.5519353940406573,8747000000,1107000000,2067000000,5573000000,$8.7B,$1.1B,$2.1B,$5.6B
2020-01-01,NT,1.7738927738927739,1.6292134831460674,1.7976190476190477,1.81640625,761000000,145000000,151000000,465000000,$761.0M,$145.0M,$151.0M,$465.0M
2020-01-01,NU,1.904109589041096,1.711111111111111,2.287878787878788,1.4285714285714286,278000000,77000000,151000000,50000000,$278.0M,$77.0M,$151.0M,$50.0M
2020-01-01,ON,1.7212742092275481,1.7974710001045042,1.7080899786040595,1.708746843986701,115093000000,17200000000,29538000000,68355000000,$115.1B,$17.2B,$29.5B,$68.4B
2020-01-01,PE,1.7008871989860583,1.4545454545454546,1.7982456140350878,1.7189097103918227,1342000000,128000000,205000000,1009000000,$1.3B,$128.0M,$205.0M,$1.0B
2020-01-01,QC,1.825965829244841,1.8575967108951599,1.725137982940291,1.8590612002376707,74063000000,9940000000,17191000000,46932000000,$74.1B,$9.9B,$17.2B,$46.9B
2020-01-01,SK,1.634942449750902,1.5965996908809892,1.9899396378269618,1.5564593301435408,9517000000,1033000000,1978000000,6506000000,$9.5B,$1.0B,$2.0B,$6.5B
2020-01-01,YT,1.8644067796610169,1.5833333333333333,1.9830508474576272,1.8617021276595744,330000000,38000000,117000000,175000000,$330.0M,$38.0M,$117.0M,$175.0M
2021-01-01,AB,1.6511286633000992,1.8231490462334303,1.5994788758607854,1.6337051142546246,38255000000,5639000000,8594000000,24022000000,$38.3B,$5.6B,$8.6B,$24.0B
2021-01-01,BC,1.9934650877262465,2.1735195241789502,1.971290082028337,1.9574228992383569,50333000000,8405000000,10574000000,31354000000,$50.3B,$8.4B,$10.6B,$31.4B
2021-01-01,CA,1.810458488228005,1.9417471851792703,1.781624251497006,1.7923921354931138,328734000000,48633000000,76168000000,203933000000,$328.7B,$48.6B,$76.2B,$203.9B
2021-01-01,MB,1.7334481139458444,1.685785536159601,1.868071818891491,1.7022758941012541,11075000000,1352000000,2393000000,7330000000,$11.1B,$1.4B,$2.4B,$7.3B
2021-01-01,NB,1.5607911576497964,1.9368231046931408,1.6372093023255814,1.4457347029924073,5366000000,1073000000,1056000000,3237000000,$5.4B,$1.1B,$1.1B,$3.2B
2021-01-01,NL,1.5256929305512301,1.9972144846796658,1.715568862275449,1.4332803812549642,4899000000,717000000,573000000,3609000000,$4.9B,$717.0M,$573.0M,$3.6B
2021-01-01,NS,1.6894736842105262,2.1001788908765655,1.8076923076923077,1.5870231133389028,8988000000,1174000000,2115000000,5699000000,$9.0B,$1.2B,$2.1B,$5.7B
2021-01-01,NT,1.8368298368298368,1.7191011235955056,1.8571428571428572,1.87109375,788000000,153000000,156000000,479000000,$788.0M,$153.0M,$156.0M,$479.0M
2021-01-01,NU,1.9726027397260273,1.8222222222222222,2.378787878787879,1.4,288000000,82000000,157000000,49000000,$288.0M,$82.0M,$157.0M,$49.0M
2021-01-01,ON,1.7964256337396247,1.9053192601107745,1.7687503614179148,1.78234132440067,120118000000,18232000000,30587000000,71299000000,$120.1B,$18.2B,$30.6B,$71.3B
2021-01-01,PE,1.7870722433460076,1.5454545454545454,1.8596491228070176,1.809199318568995,1410000000,136000000,212000000,1062000000,$1.4B,$136.0M,$212.0M,$1.1B
2021-01-01,QC,1.889351840437859,1.9689777611661372,1.763371801304566,1.9222024163200633,76634000000,10536000000,17572000000,48526000000,$76.6B,$10.5B,$17.6B,$48.5B
2021-01-01,SK,1.7550249098093111,1.6924265842349304,2.0492957746478875,1.694736842105263,10216000000,1095000000,2037000000,7084000000,$10.2B,$1.1B,$2.0B,$7.1B
2021-01-01,YT,1.9943502824858756,1.6666666666666667,2.2033898305084745,1.946808510638298,353000000,40000000,130000000,183000000,$353.0M,$40.0M,$130.0M,$183.0M
