refDate,geo,valNormP_coreEmp_All,valNormP_govtEmp_All,valNormP_coreEmp_Sports,valNormP_coreEmp_Education,valNormP_govtEmp_Education,valNormP_coreEmp_Health,valNormP_govtEmp_Health,valNormP_coreEmp_SocServ,valNormP_govtEmp_SocServ,valNormP_coreEmp_Environment,valNormP_coreEmp_DevtHousing,valNormP_coreEmp_Advocacy,valNormP_coreEmp_Fdns,valNormP_coreEmp_International,valNormP_coreEmp_Religion,valNormP_coreEmp_ProfAssoc,valNormP_coreEmp_Other,valNorm_coreEmp_All,valNorm_govtEmp_All,valNorm_coreEmp_Sports,valNorm_coreEmp_Education,valNorm_govtEmp_Education,valNorm_coreEmp_Health,valNorm_govtEmp_Health,valNorm_coreEmp_SocServ,valNorm_govtEmp_SocServ,valNorm_coreEmp_Environment,valNorm_coreEmp_DevtHousing,valNorm_coreEmp_Advocacy,valNorm_coreEmp_Fdns,valNorm_coreEmp_International,valNorm_coreEmp_Religion,valNorm_coreEmp_ProfAssoc,valNorm_coreEmp_Other
2019-01-01,YT,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-01,NT,2,1.5,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2000,3000,NA,NA,NA,NA,2000,NA,1000,NA,NA,NA,NA,NA,NA,1000,NA
2019-01-01,NU,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-01,CA,1.1669195751138088,1.1407355021216408,0.9841269841269841,1.253968253968254,1.0602409638554218,1.0344827586206897,1.1717514124293786,1.4647887323943662,1.173913043478261,1,1.2222222222222223,1.1,0.92,1.2,0.961038961038961,1,1.484375,769000,1613000,62000,79000,440000,30000,1037000,208000,135000,1000,22000,11000,23000,6000,74000,160000,95000
2020-01-01,NL,1.1428571428571428,1.032258064516129,1,NA,0.8888888888888888,NA,1.1,2,1,NA,NA,NA,NA,NA,1,1,1,8000,32000,1000,NA,8000,NA,22000,2000,3000,NA,NA,NA,NA,NA,1000,2000,1000
2020-01-01,PE,1,1.5714285714285714,NA,NA,1,NA,1.8,1,1,NA,NA,NA,NA,NA,NA,1,NA,3000,11000,NA,NA,2000,NA,9000,1000,1000,NA,NA,NA,NA,NA,NA,1000,NA
2020-01-01,NS,1.1111111111111112,1.25,0.5,1,1.1428571428571428,1.5,1.3448275862068966,1.25,1.25,NA,NA,NA,1,NA,1,0.8,2,20000,60000,1000,1000,16000,3000,39000,5000,5000,NA,NA,NA,1000,NA,2000,4000,2000
2020-01-01,NB,1.1666666666666667,1.3103448275862069,1,1,0.875,NA,1.5555555555555556,2,1.5,NA,NA,NA,NA,NA,1,1,2,14000,38000,1000,1000,7000,NA,28000,4000,3000,NA,NA,NA,NA,NA,2000,3000,2000
2020-01-01,QC,1.1358024691358024,1.110236220472441,0.8125,1.105263157894737,1.0108695652173914,1,1.14453125,1.2272727272727273,1.1515151515151516,NA,1.25,1,1,1,0.7142857142857143,1.236842105263158,1.5714285714285714,184000,423000,13000,21000,93000,3000,293000,54000,38000,NA,5000,2000,6000,1000,10000,47000,22000
2020-01-01,ON,1.1302681992337165,1.0838852097130243,1.0869565217391304,1.3181818181818181,1.0727272727272728,0.9444444444444444,1.0901960784313725,1.58,1.0909090909090908,NA,1.3333333333333333,1.25,0.8,1,0.967741935483871,0.84375,1.2333333333333334,295000,491000,25000,29000,177000,17000,278000,79000,36000,NA,8000,5000,8000,2000,30000,54000,37000
2020-01-01,MB,1.2142857142857142,1.088235294117647,1,1.5,0.9230769230769231,1,1.1224489795918366,1.3333333333333333,1.3333333333333333,NA,1,NA,1,NA,1.3333333333333333,1,2,34000,74000,3000,3000,12000,1000,55000,12000,8000,NA,1000,NA,1000,NA,4000,5000,4000
2020-01-01,SK,1.2941176470588236,1.1929824561403508,0.5,1,1.0714285714285714,1,1.236842105263158,1.75,1.2,NA,NA,NA,1,NA,1,1,1.5,22000,68000,1000,1000,15000,1000,47000,7000,6000,NA,NA,NA,1000,NA,3000,4000,3000
2020-01-01,AB,1.2063492063492063,1.187878787878788,1.1428571428571428,1.4,1,1,1.2641509433962264,1.5,1.3846153846153846,NA,1,1,0.6666666666666666,1,1.125,0.8823529411764706,1.6666666666666667,76000,196000,8000,7000,44000,2000,134000,18000,18000,NA,2000,1000,2000,1000,9000,15000,10000
2020-01-01,BC,1.3058823529411765,1.2369942196531791,0.8888888888888888,1.3636363636363635,1.2407407407407407,0.6666666666666666,1.2264150943396226,1.4705882352941178,1.3076923076923077,NA,1.6666666666666667,2,1,1,1.0909090909090908,1.15,2.3333333333333335,111000,214000,8000,15000,67000,2000,130000,25000,17000,NA,5000,2000,3000,1000,12000,23000,14000
2020-01-01,YT,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-01,NT,1,1.5,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1000,3000,NA,NA,NA,NA,2000,NA,1000,NA,NA,NA,NA,NA,NA,1000,NA
2020-01-01,NU,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-01,CA,1.267071320182094,1.1888260254596887,1.0634920634920635,1.3650793650793651,1.0819277108433736,1.1379310344827587,1.232768361581921,1.6549295774647887,1.2347826086956522,1,1.2777777777777777,1.4,0.96,1.2,0.948051948051948,1.06875,1.59375,835000,1681000,67000,86000,449000,33000,1091000,235000,142000,1000,23000,14000,24000,6000,73000,171000,102000
2021-01-01,NL,1.1428571428571428,1.096774193548387,1,NA,0.8888888888888888,NA,1.15,2,1,NA,NA,NA,NA,NA,1,1,1,8000,34000,1000,NA,8000,NA,23000,2000,3000,NA,NA,NA,NA,NA,1000,2000,1000
2021-01-01,PE,1,1.8571428571428572,NA,NA,1,NA,2,1,1,NA,NA,NA,NA,NA,NA,1,NA,3000,13000,NA,NA,2000,NA,10000,1000,1000,NA,NA,NA,NA,NA,NA,1000,NA
2021-01-01,NS,1.2222222222222223,1.2916666666666667,1,1,1.2142857142857142,1.5,1.3793103448275863,1.25,1.25,NA,NA,NA,1,NA,1,1,2,22000,62000,2000,1000,17000,3000,40000,5000,5000,NA,NA,NA,1000,NA,2000,5000,2000
2021-01-01,NB,1.25,1.4137931034482758,1,1,0.875,1,1.6111111111111112,2,2,NA,NA,NA,NA,NA,1,1,2,15000,41000,1000,1000,7000,1000,29000,4000,4000,NA,NA,NA,NA,NA,2000,3000,2000
2021-01-01,QC,1.228395061728395,1.1574803149606299,0.9375,1.263157894736842,1.0217391304347827,1.3333333333333333,1.19921875,1.2954545454545454,1.2121212121212122,NA,1.25,1.5,1.1666666666666667,1,0.7142857142857143,1.3157894736842106,1.6428571428571428,199000,441000,15000,24000,94000,4000,307000,57000,40000,NA,5000,3000,7000,1000,10000,50000,23000
2021-01-01,ON,1.2490421455938698,1.1390728476821192,1.1304347826086956,1.4090909090909092,1.121212121212121,1.0555555555555556,1.1490196078431372,1.94,1.1515151515151516,NA,1.3333333333333333,1.5,0.8,1,0.967741935483871,0.90625,1.3,326000,516000,26000,31000,185000,19000,293000,97000,38000,NA,8000,6000,8000,2000,30000,58000,39000
2021-01-01,MB,1.2857142857142858,1.1323529411764706,1,1.5,1,2,1.163265306122449,1.4444444444444444,1.1666666666666667,NA,1,NA,1,NA,1.3333333333333333,1,2,36000,77000,3000,3000,13000,2000,57000,13000,7000,NA,1000,NA,1000,NA,4000,5000,4000
2021-01-01,SK,1.411764705882353,1.2456140350877194,1,1,1.0714285714285714,1,1.3157894736842106,2,1.2,NA,NA,NA,1,NA,1,1,1.5,24000,71000,2000,1000,15000,1000,50000,8000,6000,NA,NA,NA,1000,NA,3000,4000,3000
2021-01-01,AB,1.2698412698412698,1.2424242424242424,1.2857142857142858,1.6,1.0227272727272727,1,1.330188679245283,1.6666666666666667,1.3846153846153846,NA,1,1,0.6666666666666666,1,1,0.9411764705882353,1.8333333333333333,80000,205000,9000,8000,45000,2000,141000,20000,18000,NA,2000,1000,2000,1000,8000,16000,11000
2021-01-01,BC,1.4,1.2485549132947977,1,1.5454545454545454,1.1481481481481481,0.6666666666666666,1.2830188679245282,1.588235294117647,1.3846153846153846,NA,1.6666666666666667,2,1,1,1.0909090909090908,1.25,2.5,119000,216000,9000,17000,62000,2000,136000,27000,18000,NA,5000,2000,3000,1000,12000,25000,15000
2021-01-01,YT,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-01,NT,2,1.5,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2000,3000,NA,NA,1000,NA,2000,NA,1000,NA,NA,NA,NA,NA,NA,1000,NA
2021-01-01,NU,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
