,Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Province,Marker
53,Éducation,Sans diplôme d'études secondaires,2013,total_causes,2.045997278030942,2.3165997712545594,1.9530997512811945,2.1388948047806897,1169,Total number of causes supported,Average number of causes supported,CA (without QC),,
54,Éducation,Diplôme d'études secondaires,2013,total_causes,2.284107356522,1.6700511087988996,2.2093430403009435,2.358871672743056,2630,Total number of causes supported,Average number of causes supported,CA (without QC),,
55,Éducation,Diplôme post-secondaire,2013,total_causes,2.6195680379119906,1.2878944259917025,2.553444202314469,2.685691873509512,3231,Total number of causes supported,Average number of causes supported,CA (without QC),,
56,Éducation,Diplôme universtaire,2013,total_causes,3.0092780446205407,1.3349009746733853,2.9305445627747178,3.088011526466364,2801,Total number of causes supported,Average number of causes supported,CA (without QC),,
57,Éducation,Non indiqué,2013,total_causes,2.401839104485209,3.136208758502342,2.254201508224938,2.5494767007454806,602,Total number of causes supported,Average number of causes supported,CA (without QC),,
58,État civil,Marié.e/union de fait,2013,total_causes,2.749652988586267,0.8712826832354139,2.702697640753968,2.7966083364185663,6286,Total number of causes supported,Average number of causes supported,CA (without QC),,
59,État civil,Veuf.ve,2013,total_causes,2.748784183762488,2.322169771785957,2.62367686928334,2.873891498241636,1069,Total number of causes supported,Average number of causes supported,CA (without QC),,
60,État civil,Séparé.e/divorcé.e,2013,total_causes,2.372740989588394,2.679144615041207,2.2481477206562097,2.4973342585205787,1159,Total number of causes supported,Average number of causes supported,CA (without QC),,
61,État civil,"Célibataire, jamais marié.e",2013,total_causes,2.026332656562703,2.152561382128217,1.94084284117929,2.111822471946116,1915,Total number of causes supported,Average number of causes supported,CA (without QC),,
62,Situation d'activité,Employé.e,2013,total_causes,2.580243496596987,0.9731790097659884,2.531028040264086,2.629458952929888,5771,Total number of causes supported,Average number of causes supported,CA (without QC),,
63,Situation d'activité,Au chômage,2013,total_causes,2.118497362371663,4.377051873565079,1.936754354160868,2.300240370582458,302,Total number of causes supported,Average number of causes supported,CA (without QC),,
64,Situation d'activité,Pas dans la population active,2013,total_causes,2.589551951428471,1.4042892783108956,2.51827825231949,2.6608256505374515,3800,Total number of causes supported,Average number of causes supported,CA (without QC),,
65,Situation d'activité,Unable to determine,2013,total_causes,2.413903022055017,3.1571171118179366,2.26453466585495,2.563271378255084,560,Total number of causes supported,Average number of causes supported,CA (without QC),,
66,Catégorie de revenu personnel,Moins de 20 000 $,2013,total_causes,2.173518865073659,3.495744817915352,2.0245994822917863,2.322438247855532,704,Total number of causes supported,Average number of causes supported,CA (without QC),,
67,Catégorie de revenu personnel,20 000 $ à 39 999 $,2013,total_causes,2.401143178246514,2.064496396125793,2.303984795401194,2.498301561091833,1651,Total number of causes supported,Average number of causes supported,CA (without QC),,
68,Catégorie de revenu personnel,40 000 $ à 59 999 $,2013,total_causes,2.3746217412433963,2.0285792387461896,2.280208152209561,2.469035330277232,1751,Total number of causes supported,Average number of causes supported,CA (without QC),,
69,Catégorie de revenu personnel,60 000 $ à 79 999 $,2013,total_causes,2.52886072459151,2.263179324899257,2.416686785825908,2.641034663357112,1477,Total number of causes supported,Average number of causes supported,CA (without QC),,
70,Catégorie de revenu personnel,80 000 $ à 99 999 $,2013,total_causes,2.6223670718059524,2.0748184284072533,2.515726695061933,2.729007448549972,1301,Total number of causes supported,Average number of causes supported,CA (without QC),,
71,Catégorie de revenu personnel,100 000 $ à 119 999 $,2013,total_causes,2.601231428170132,2.3180045972671675,2.4830521381647594,2.719410718175504,978,Total number of causes supported,Average number of causes supported,CA (without QC),,
72,Catégorie de revenu personnel,$120 000 à 139 999 $,2013,total_causes,2.52855832244281,2.789415799696841,2.3903181321979163,2.666798512687704,762,Total number of causes supported,Average number of causes supported,CA (without QC),,
73,Catégorie de revenu personnel,140 000 $ et plus,2013,total_causes,2.758770058730596,1.6814476696918164,2.6678526706548604,2.849687446806331,1809,Total number of causes supported,Average number of causes supported,CA (without QC),,
74,Fréquence de la fréquentation religieuse,Au moins 1 fois par semaine,2013,total_causes,2.911096058295101,1.76595703941058,2.8103368465029703,3.0118552700872314,2262,Total number of causes supported,Average number of causes supported,CA (without QC),,
75,Fréquence de la fréquentation religieuse,Au moins 1 fois par mois,2013,total_causes,2.9174002676046875,2.446450536456348,2.7775122393123763,3.0572882958969987,1128,Total number of causes supported,Average number of causes supported,CA (without QC),,
76,Fréquence de la fréquentation religieuse,Au moins 3 fois par mois,2013,total_causes,2.826584733552247,2.434445775004637,2.691716333495424,2.9614531336090697,1131,Total number of causes supported,Average number of causes supported,CA (without QC),,
77,Fréquence de la fréquentation religieuse,1 ou 2 fois par an,2013,total_causes,2.461559186625968,2.236544711821066,2.353655580655498,2.569462792596437,1342,Total number of causes supported,Average number of causes supported,CA (without QC),,
78,Fréquence de la fréquentation religieuse,Pas du tout,2013,total_causes,2.277184997743402,1.2622360574944362,2.220848870682732,2.3335211248040726,3931,Total number of causes supported,Average number of causes supported,CA (without QC),,
79,Fréquence de la fréquentation religieuse,Non indiqué,2013,total_causes,2.4369302275294613,3.102416433722065,2.288749651672209,2.5851108033867134,639,Total number of causes supported,Average number of causes supported,CA (without QC),,
80,Statut d'immigration,Né.e au Canada,2013,total_causes,2.579492877679105,0.8759558767441226,2.535207061329963,2.623778694028247,8278,Total number of causes supported,Average number of causes supported,CA (without QC),,
81,Statut d'immigration,Naturalisé.e,2013,total_causes,2.5851569506471743,2.172247038551028,2.4750932223386086,2.69522067895574,1187,Total number of causes supported,Average number of causes supported,CA (without QC),,
82,Statut d'immigration,Non canadien.ne,2013,total_causes,2.241705085563491,4.1715713504522665,2.058420372387437,2.424989798739545,323,Total number of causes supported,Average number of causes supported,CA (without QC),,
83,Statut d'immigration,Unknown,2013,total_causes,2.4712947115725425,2.855177625844671,2.332999939618063,2.609589483527022,645,Total number of causes supported,Average number of causes supported,CA (without QC),,
84,Immigration status (dcit2),Né.e au Canada,2013,total_causes,2.5817962142696453,0.8713697167707148,2.5377029234037387,2.625889505135552,8314,Total number of causes supported,Average number of causes supported,CA (without QC),,
85,Immigration status (dcit2),Naturalisé.e,2013,total_causes,2.5536482490126184,2.0525105723184303,2.45091889215336,2.6563776058718767,1384,Total number of causes supported,Average number of causes supported,CA (without QC),,
86,Immigration status (dcit2),Non canadien.ne,2013,total_causes,2.213269699714105,5.442258228653891,1.9771884072271804,2.4493509922010293,172,Total number of causes supported,Average number of causes supported,CA (without QC),,
87,Immigration status (dcit2),Unknown,2013,total_causes,2.4038110210184014,3.1940845831063136,2.2533254621071284,2.5542965799296744,563,Total number of causes supported,Average number of causes supported,CA (without QC),,
88,Groupe d'âge,15 à 24 ans,2013,total_causes,1.927389026751456,7.286019416762707,1.6521514044979864,2.2026266490049258,57,Total number of causes supported,Average number of causes supported,AB,,
89,Groupe d'âge,25 à 34 ans,2013,total_causes,2.053653667173356,5.305448471566606,1.8401047385483504,2.267202595798361,129,Total number of causes supported,Average number of causes supported,AB,,
90,Groupe d'âge,35 à 44 ans,2013,total_causes,2.5005035348976463,4.588767103516793,2.2756127914757176,2.725394278319575,180,Total number of causes supported,Average number of causes supported,AB,,
91,Groupe d'âge,45 à 54 ans,2013,total_causes,2.7815854885471336,4.42425312398699,2.540383730335592,3.0227872467586754,177,Total number of causes supported,Average number of causes supported,AB,,
92,Groupe d'âge,55 à 64 ans,2013,total_causes,3.050743181702685,4.50409967726026,2.781427443483335,3.3200589199220363,158,Total number of causes supported,Average number of causes supported,AB,,
93,Groupe d'âge,65 à 74 ans,2013,total_causes,2.976854532518823,5.477596161049872,2.65726266879938,3.296446396238266,108,Total number of causes supported,Average number of causes supported,AB,,
94,Groupe d'âge,75 ans et plus,2013,total_causes,2.787758349476561,7.442110697421048,2.3811284193387494,3.194388279614373,79,Total number of causes supported,Average number of causes supported,AB,,
95,Groupe d'âge,15 à 24 ans,2013,total_causes,1.939132965113662,4.247012563529001,1.7777196986970698,2.100546231530254,162,Total number of causes supported,Average number of causes supported,AT,,
96,Groupe d'âge,25 à 34 ans,2013,total_causes,2.4512044794619,3.4376330607602874,2.286051219724843,2.6163577391989574,351,Total number of causes supported,Average number of causes supported,AT,,
97,Groupe d'âge,35 à 44 ans,2013,total_causes,2.73527483622243,2.8317322269871106,2.583464534117016,2.887085138327844,458,Total number of causes supported,Average number of causes supported,AT,,
98,Groupe d'âge,45 à 54 ans,2013,total_causes,2.982485473633399,2.3520409020314594,2.8449954147473915,3.119975532519407,636,Total number of causes supported,Average number of causes supported,AT,,
99,Groupe d'âge,55 à 64 ans,2013,total_causes,3.114152349123372,2.0729985511484883,2.987624261316747,3.2406804369299964,845,Total number of causes supported,Average number of causes supported,AT,,
100,Groupe d'âge,65 à 74 ans,2013,total_causes,3.037868856990775,2.209433453832509,2.9063166803498803,3.1694210336316693,640,Total number of causes supported,Average number of causes supported,AT,,
101,Groupe d'âge,75 ans et plus,2013,total_causes,2.9381938086340265,3.0501696059229384,2.762542043088181,3.113845574179872,414,Total number of causes supported,Average number of causes supported,AT,,
102,Groupe d'âge,15 à 24 ans,2013,total_causes,1.6409453265236509,9.044975220351205,1.35004139964919,1.9318492533981115,70,Total number of causes supported,Average number of causes supported,BC,,
103,Groupe d'âge,25 à 34 ans,2013,total_causes,2.085470021098259,5.119180323872722,1.8762262829502627,2.2947137592462554,159,Total number of causes supported,Average number of causes supported,BC,,
104,Groupe d'âge,35 à 44 ans,2013,total_causes,2.4542922136623617,4.181679244006992,2.253139878903079,2.655444548421644,231,Total number of causes supported,Average number of causes supported,BC,,
105,Groupe d'âge,45 à 54 ans,2013,total_causes,2.64670903109839,4.0236962491607455,2.4379816238433687,2.8554364383534114,259,Total number of causes supported,Average number of causes supported,BC,,
106,Groupe d'âge,55 à 64 ans,2013,total_causes,2.696341067733385,3.6250363957683343,2.504767631688522,2.8879145037782488,320,Total number of causes supported,Average number of causes supported,BC,,
107,Groupe d'âge,65 à 74 ans,2013,total_causes,2.586024849508933,3.7803419499173168,2.3944176292475725,2.7776320697702936,272,Total number of causes supported,Average number of causes supported,BC,,
108,Groupe d'âge,75 ans et plus,2013,total_causes,2.7020261288713834,4.998062945959321,2.437335017917007,2.96671723982576,185,Total number of causes supported,Average number of causes supported,BC,,
109,Groupe d'âge,15 à 24 ans,2013,total_causes,1.746784146939932,5.100388380384905,1.5721655153618028,1.9214027785180612,166,Total number of causes supported,Average number of causes supported,ON,,
110,Groupe d'âge,25 à 34 ans,2013,total_causes,2.3429446357029007,3.2335104364784444,2.194459019950996,2.491430251454805,307,Total number of causes supported,Average number of causes supported,ON,,
111,Groupe d'âge,35 à 44 ans,2013,total_causes,2.511740794368863,3.03481331271746,2.3623393174499228,2.661142271287804,452,Total number of causes supported,Average number of causes supported,ON,,
112,Groupe d'âge,45 à 54 ans,2013,total_causes,2.737120342563275,2.823496612756716,2.58564942561574,2.88859125951081,501,Total number of causes supported,Average number of causes supported,ON,,
113,Groupe d'âge,55 à 64 ans,2013,total_causes,2.896722261261069,2.654474254240471,2.746015247170332,3.047429275351806,514,Total number of causes supported,Average number of causes supported,ON,,
114,Groupe d'âge,65 à 74 ans,2013,total_causes,2.9966549614800453,2.72557473377344,2.8365728049238927,3.156737118036198,426,Total number of causes supported,Average number of causes supported,ON,,
115,Groupe d'âge,75 ans et plus,2013,total_causes,2.7829732430067247,3.8091555390922176,2.575201813228267,2.9907446727851825,275,Total number of causes supported,Average number of causes supported,ON,,
116,Groupe d'âge,15 à 24 ans,2013,total_causes,1.7802357452299455,6.624481086843927,1.5490944873046213,2.01137700315527,101,Total number of causes supported,Average number of causes supported,PR,,
117,Groupe d'âge,25 à 34 ans,2013,total_causes,2.2654360270760097,3.7222889887962087,2.100159955581632,2.430712098570387,243,Total number of causes supported,Average number of causes supported,PR,,
118,Groupe d'âge,35 à 44 ans,2013,total_causes,2.7606426325819107,3.8777592848585622,2.550826379102501,2.97045888606132,271,Total number of causes supported,Average number of causes supported,PR,,
119,Groupe d'âge,45 à 54 ans,2013,total_causes,2.7438069292642515,3.456256837867532,2.557937636082156,2.929676222446347,328,Total number of causes supported,Average number of causes supported,PR,,
120,Groupe d'âge,55 à 64 ans,2013,total_causes,2.955939647293468,3.015281901220995,2.7812482274844097,3.1306310671025264,412,Total number of causes supported,Average number of causes supported,PR,,
121,Groupe d'âge,65 à 74 ans,2013,total_causes,3.1019067755165177,3.4939533188789405,2.889487496368232,3.314326054664804,302,Total number of causes supported,Average number of causes supported,PR,,
122,Groupe d'âge,75 ans et plus,2013,total_causes,2.890592918264131,3.712660334330263,2.6802537058289717,3.1009321306992903,245,Total number of causes supported,Average number of causes supported,PR,,
123,Groupe d'âge,15 à 24 ans,2013,total_causes,1.6323386355708045,5.474957882266368,1.4571769427919703,1.807500328349638,136,Total number of causes supported,Average number of causes supported,QC,,
124,Groupe d'âge,25 à 34 ans,2013,total_causes,2.1855258681606187,3.0743992571897576,2.0538323776332947,2.3172193586879426,283,Total number of causes supported,Average number of causes supported,QC,,
125,Groupe d'âge,35 à 44 ans,2013,total_causes,2.310969474630086,2.87334952302204,2.180823494599076,2.441115454661096,407,Total number of causes supported,Average number of causes supported,QC,,
126,Groupe d'âge,45 à 54 ans,2013,total_causes,2.512224239942908,3.5188357291916903,2.3389613772082227,2.6854871026775924,396,Total number of causes supported,Average number of causes supported,QC,,
127,Groupe d'âge,55 à 64 ans,2013,total_causes,2.550820052348801,2.8177350903647933,2.409946951626748,2.6916931530708545,464,Total number of causes supported,Average number of causes supported,QC,,
128,Groupe d'âge,65 à 74 ans,2013,total_causes,2.683713658685236,3.4656235461064258,2.501422479957653,2.866004837412818,326,Total number of causes supported,Average number of causes supported,QC,,
129,Groupe d'âge,75 ans et plus,2013,total_causes,2.65958358797844,4.195990486793406,2.44085969344899,2.8783074825078896,168,Total number of causes supported,Average number of causes supported,QC,,
130,Genre,Male,2013,total_causes,2.4238648452439517,3.2217146881880208,2.270811238599111,2.576918451888792,386,Total number of causes supported,Average number of causes supported,AB,,
131,Genre,Female,2013,total_causes,2.6049811478860923,2.8186912917999485,2.461068093904572,2.7488942018676124,502,Total number of causes supported,Average number of causes supported,AB,,
132,Genre,Male,2013,total_causes,2.605432342608046,1.5367684103435106,2.526956440707273,2.6839082445088187,1430,Total number of causes supported,Average number of causes supported,AT,,
133,Genre,Female,2013,total_causes,2.923530738306351,1.4322015584839076,2.841465374822685,3.005596101790017,2076,Total number of causes supported,Average number of causes supported,AT,,
134,Genre,Male,2013,total_causes,2.2641130057767054,2.6810288225121908,2.1451402083420725,2.3830858032113382,633,Total number of causes supported,Average number of causes supported,BC,,
135,Genre,Female,2013,total_causes,2.551312548209712,2.375212170588906,2.4325405218501874,2.670084574569236,863,Total number of causes supported,Average number of causes supported,BC,,
136,Genre,Male,2013,total_causes,2.476558594335393,1.9354178964287183,2.382614074449104,2.5705031142216828,1123,Total number of causes supported,Average number of causes supported,ON,,
137,Genre,Female,2013,total_causes,2.6517046191204208,1.5870818914171685,2.569220076126198,2.734189162114644,1518,Total number of causes supported,Average number of causes supported,ON,,
138,Genre,Male,2013,total_causes,2.4346626369333,2.134142249847342,2.3328245468734483,2.536500726993151,834,Total number of causes supported,Average number of causes supported,PR,,
139,Genre,Female,2013,total_causes,2.790509528968702,2.0786525949966066,2.676821820519841,2.904197237417563,1068,Total number of causes supported,Average number of causes supported,PR,,
140,Genre,Male,2013,total_causes,2.279554910105483,1.9562947606635743,2.1921506821934225,2.366959138017544,968,Total number of causes supported,Average number of causes supported,QC,,
141,Genre,Female,2013,total_causes,2.4340895113894505,1.8171603117086823,2.347397739637604,2.520781283141297,1212,Total number of causes supported,Average number of causes supported,QC,,
142,Éducation,Sans diplôme d'études secondaires,2013,total_causes,2.0507091668780197,7.645755066659469,1.7434021017643275,2.358016231991711,63,Total number of causes supported,Average number of causes supported,AB,,
143,Éducation,Diplôme d'études secondaires,2013,total_causes,2.305060777980369,3.951025956326237,2.126559900727833,2.483561655232905,236,Total number of causes supported,Average number of causes supported,AB,,
144,Éducation,Diplôme post-secondaire,2013,total_causes,2.574484725526033,3.673545758881759,2.3891213777663,2.759848073285766,301,Total number of causes supported,Average number of causes supported,AB,,
145,Éducation,Diplôme universtaire,2013,total_causes,2.9438032393001285,3.751336205890769,2.727360581335584,3.1602458972646734,235,Total number of causes supported,Average number of causes supported,AB,,
146,Éducation,Non indiqué,2013,total_causes,2.2140744364877296,10.519745255817162,1.7575694436625908,2.6705794293128684,53,Total number of causes supported,Average number of causes supported,AB,,
147,Éducation,Sans diplôme d'études secondaires,2013,total_causes,2.4023730233909206,2.7611667782495544,2.2723617018328235,2.5323843449490178,538,Total number of causes supported,Average number of causes supported,AT,,
148,Éducation,Diplôme d'études secondaires,2013,total_causes,2.494440718388029,2.445081035757609,2.374900364981537,2.613981071794522,833,Total number of causes supported,Average number of causes supported,AT,,
149,Éducation,Diplôme post-secondaire,2013,total_causes,2.9162564548393206,1.9315903635115597,2.805851431427171,3.0266614782514702,1077,Total number of causes supported,Average number of causes supported,AT,,
150,Éducation,Diplôme universtaire,2013,total_causes,3.272803825217117,2.120197694068783,3.136802098308736,3.408805552125499,851,Total number of causes supported,Average number of causes supported,AT,,
151,Éducation,Non indiqué,2013,total_causes,2.45775460047486,4.230058776341973,2.253987995013318,2.6615212059364013,207,Total number of causes supported,Average number of causes supported,AT,,
152,Éducation,Sans diplôme d'études secondaires,2013,total_causes,1.7910730068056606,6.463607358854906,1.564172039966892,2.017973973644429,113,Total number of causes supported,Average number of causes supported,BC,,
153,Éducation,Diplôme d'études secondaires,2013,total_causes,2.1913280261871164,3.622421944737927,2.0357477563521,2.346908296022133,366,Total number of causes supported,Average number of causes supported,BC,,
154,Éducation,Diplôme post-secondaire,2013,total_causes,2.4813584145248195,3.148259279911853,2.328246818793844,2.634470010255795,463,Total number of causes supported,Average number of causes supported,BC,,
155,Éducation,Diplôme universtaire,2013,total_causes,2.718984020407579,2.8871366178018096,2.565125312410076,2.8728427284050824,442,Total number of causes supported,Average number of causes supported,BC,,
156,Éducation,Non indiqué,2013,total_causes,2.4734209008316923,6.752110896763962,2.1460909962569548,2.80075080540643,112,Total number of causes supported,Average number of causes supported,BC,,
