,Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Province,Marker
310,Statut d'immigration,Non canadien.ne,2013,total_causes,2.424016326061796,8.956880198350078,1.9984763185079284,2.849556333615663,56,Total number of causes supported,Average number of causes supported,AT,,
311,Statut d'immigration,Unknown,2013,total_causes,2.5902021973347025,4.064200010190393,2.383874832700777,2.796529561968628,218,Total number of causes supported,Average number of causes supported,AT,,
312,Statut d'immigration,Né.e au Canada,2013,total_causes,2.378265600839806,2.071385610147965,2.281711794274548,2.4748194074050645,1014,Total number of causes supported,Average number of causes supported,BC,,
313,Statut d'immigration,Naturalisé.e,2013,total_causes,2.571147298474161,4.019177210890279,2.368606646368321,2.7736879505800016,285,Total number of causes supported,Average number of causes supported,BC,,
314,Statut d'immigration,Non canadien.ne,2013,total_causes,2.1021160187665093,7.664272442391436,1.7863424997681467,2.417889537764872,65,Total number of causes supported,Average number of causes supported,BC,,
315,Statut d'immigration,Unknown,2013,total_causes,2.505883534138019,6.412235424382986,2.1909503439428666,2.8208167243331714,132,Total number of causes supported,Average number of causes supported,BC,,
316,Statut d'immigration,Né.e au Canada,2013,total_causes,2.5973969692747696,1.4673541913667674,2.5226968358741035,2.672097102675436,1856,Total number of causes supported,Average number of causes supported,ON,,
317,Statut d'immigration,Naturalisé.e,2013,total_causes,2.5604587146186457,3.023007020858424,2.4087519227679293,2.712165506469362,526,Total number of causes supported,Average number of causes supported,ON,,
318,Statut d'immigration,Non canadien.ne,2013,total_causes,2.2968471079958355,6.4646405787547,2.0058259517322528,2.587868264259418,105,Total number of causes supported,Average number of causes supported,ON,,
319,Statut d'immigration,Unknown,2013,total_causes,2.4836308020721654,4.298717829547648,2.274376658223545,2.692884945920785,154,Total number of causes supported,Average number of causes supported,ON,,
320,Statut d'immigration,Né.e au Canada,2013,total_causes,2.6128603275007167,1.6561019603601443,2.5280494889821985,2.697671166019235,1606,Total number of causes supported,Average number of causes supported,PR,,
321,Statut d'immigration,Naturalisé.e,2013,total_causes,2.9415371939104835,5.7198619840726375,2.611769592883274,3.271304794937693,151,Total number of causes supported,Average number of causes supported,PR,,
322,Statut d'immigration,Non canadien.ne,2013,total_causes,2.206755932084682,7.951622563926711,1.8628353626741625,2.550676501495202,62,Total number of causes supported,Average number of causes supported,PR,,
323,Statut d'immigration,Unknown,2013,total_causes,2.577158687091721,6.344446964456027,2.2566919023111867,2.897625471872256,83,Total number of causes supported,Average number of causes supported,PR,,
324,Statut d'immigration,Né.e au Canada,2013,total_causes,2.420928585710193,1.5073683988235256,2.349404967577813,2.4924522038425736,1817,Total number of causes supported,Average number of causes supported,QC,,
325,Statut d'immigration,Naturalisé.e,2013,total_causes,2.3324947129114824,5.349354967379667,2.08794329997722,2.5770461258457447,172,Total number of causes supported,Average number of causes supported,QC,,
326,Statut d'immigration,Non canadien.ne,2013,total_causes,1.877150514444236,7.717445895325172,1.5932143042955385,2.1610867245929337,59,Total number of causes supported,Average number of causes supported,QC,,
327,Statut d'immigration,Unknown,2013,total_causes,1.860313833532505,5.658177794953861,1.654008290593963,2.066619376471047,132,Total number of causes supported,Average number of causes supported,QC,,
328,Immigration status (dcit2),Né.e au Canada,2013,total_causes,2.550037551759387,2.328754563188113,2.433646823440403,2.6664282800783714,680,Total number of causes supported,Average number of causes supported,AB,,
329,Immigration status (dcit2),Naturalisé.e,2013,total_causes,2.514803692348749,5.472335045941061,2.24507642050742,2.784530964190078,146,Total number of causes supported,Average number of causes supported,AB,,
330,Immigration status (dcit2),Non canadien.ne,2013,total_causes,2.279306006693728,22.26989650633719,1.284430074151674,3.2741819392357816,11,Total number of causes supported,Average number of causes supported,AB,,...
331,Immigration status (dcit2),Unknown,2013,total_causes,2.1280473718520634,10.8262935385858,1.6764939053763888,2.579600838327738,51,Total number of causes supported,Average number of causes supported,AB,,
332,Immigration status (dcit2),Né.e au Canada,2013,total_causes,2.790828929069064,1.129351180969714,2.729054275653875,2.8526035824842526,3148,Total number of causes supported,Average number of causes supported,AT,,
333,Immigration status (dcit2),Naturalisé.e,2013,total_causes,2.847632330721769,5.996579172672691,2.5129478473143223,3.182316814129216,143,Total number of causes supported,Average number of causes supported,AT,,
334,Immigration status (dcit2),Non canadien.ne,2013,total_causes,2.3809710712394554,12.411100281766792,1.80179248760789,2.960149654871021,28,Total number of causes supported,Average number of causes supported,AT,,
335,Immigration status (dcit2),Unknown,2013,total_causes,2.526867792618711,4.503686426371986,2.303819575751824,2.749916009485598,187,Total number of causes supported,Average number of causes supported,AT,,
336,Immigration status (dcit2),Né.e au Canada,2013,total_causes,2.3806785114026194,2.07412202524711,2.283899062163948,2.477457960641291,1023,Total number of causes supported,Average number of causes supported,BC,,
337,Immigration status (dcit2),Naturalisé.e,2013,total_causes,2.5494790447777587,3.644374832518192,2.3673737486371147,2.731584340918402,330,Total number of causes supported,Average number of causes supported,BC,,
338,Immigration status (dcit2),Non canadien.ne,2013,total_causes,2.116266847597079,12.695439021075291,1.5896845642144686,2.6428491309796898,33,Total number of causes supported,Average number of causes supported,BC,,
339,Immigration status (dcit2),Unknown,2013,total_causes,2.375253243168418,7.036412982430562,2.047679312493777,2.702827173843059,110,Total number of causes supported,Average number of causes supported,BC,,
340,Immigration status (dcit2),Né.e au Canada,2013,total_causes,2.5988880791196247,1.4673090202308698,2.5241473628702327,2.6736287953690168,1859,Total number of causes supported,Average number of causes supported,ON,,
341,Immigration status (dcit2),Naturalisé.e,2013,total_causes,2.543081528353967,2.852868159260128,2.400884645457658,2.6852784112502763,580,Total number of causes supported,Average number of causes supported,ON,,
342,Immigration status (dcit2),Non canadien.ne,2013,total_causes,2.204791328731077,7.422800791962862,1.884028977230915,2.52555368023124,67,Total number of causes supported,Average number of causes supported,ON,,
343,Immigration status (dcit2),Unknown,2013,total_causes,2.46531254524018,4.750419808193019,2.235775879961177,2.6948492105191826,135,Total number of causes supported,Average number of causes supported,ON,,
344,Immigration status (dcit2),Né.e au Canada,2013,total_causes,2.6144502302367574,1.6521269917610086,2.529791471527698,2.6991089889458166,1604,Total number of causes supported,Average number of causes supported,PR,,
345,Immigration status (dcit2),Naturalisé.e,2013,total_causes,2.719183213955005,5.3888234007688345,2.4319858079386747,3.006380619971335,185,Total number of causes supported,Average number of causes supported,PR,,
346,Immigration status (dcit2),Non canadien.ne,2013,total_causes,2.3283572423050747,9.43603614876823,1.8977440781979291,2.75897040641222,33,Total number of causes supported,Average number of causes supported,PR,,
347,Immigration status (dcit2),Unknown,2013,total_causes,2.537431623555599,6.459230550464032,2.2161963515309284,2.858666895580269,80,Total number of causes supported,Average number of causes supported,PR,,
348,Immigration status (dcit2),Né.e au Canada,2013,total_causes,2.4206247411418222,1.5003830186871376,2.349441509752465,2.4918079725311792,1820,Total number of causes supported,Average number of causes supported,QC,,
349,Immigration status (dcit2),Naturalisé.e,2013,total_causes,2.2113391449259088,4.638615041668408,2.010294839240372,2.4123834506114457,210,Total number of causes supported,Average number of causes supported,QC,,
350,Immigration status (dcit2),Non canadien.ne,2013,total_causes,1.9073158535096344,12.615054354696916,1.4357310131444303,2.3789006938748383,25,Total number of causes supported,Average number of causes supported,QC,,
351,Immigration status (dcit2),Unknown,2013,total_causes,1.8586507275728343,5.704245614445471,1.6508514208777758,2.066450034267893,125,Total number of causes supported,Average number of causes supported,QC,,
352,Groupe d'âge,15 à 24 ans,2013,total_causes,2.119090545543004,7.693873527376451,1.7995377303597162,2.438643360726292,40,Total number of causes supported,Average number of causes supported,10,NL,
353,Groupe d'âge,25 à 34 ans,2013,total_causes,2.80454943914498,5.713741269308575,2.490475600935234,3.1186232773547253,82,Total number of causes supported,Average number of causes supported,10,NL,
354,Groupe d'âge,35 à 44 ans,2013,total_causes,2.811454926590329,5.659709511881602,2.4995851008479733,3.1233247523326844,103,Total number of causes supported,Average number of causes supported,10,NL,
355,Groupe d'âge,45 à 54 ans,2013,total_causes,3.289635070840611,4.305811254274815,3.0120150371421586,3.567255104539063,145,Total number of causes supported,Average number of causes supported,10,NL,
356,Groupe d'âge,55 à 64 ans,2013,total_causes,3.215357834909073,3.491082742936459,2.9953503047769487,3.4353653650411964,181,Total number of causes supported,Average number of causes supported,10,NL,
357,Groupe d'âge,65 à 74 ans,2013,total_causes,3.346102895077604,3.629479661495828,3.1080728659176726,3.584132924237535,139,Total number of causes supported,Average number of causes supported,10,NL,
358,Groupe d'âge,75 ans et plus,2013,total_causes,3.058962302220259,7.031464079566148,2.6373939712229637,3.480530633217555,64,Total number of causes supported,Average number of causes supported,10,NL,
359,Groupe d'âge,15 à 24 ans,2013,total_causes,2.108915094886763,8.814373952450213,1.7445819706225776,2.4732482191509484,32,Total number of causes supported,Average number of causes supported,11,PE,
360,Groupe d'âge,25 à 34 ans,2013,total_causes,2.236240302448238,6.1239727674894535,1.9678296102587187,2.5046509946377573,73,Total number of causes supported,Average number of causes supported,11,PE,
361,Groupe d'âge,35 à 44 ans,2013,total_causes,2.9872681940519445,7.020811285716736,2.5762040410858704,3.3983323470180187,78,Total number of causes supported,Average number of causes supported,11,PE,
362,Groupe d'âge,45 à 54 ans,2013,total_causes,3.1868987902865884,4.70232219674029,2.893182019061904,3.480615561511273,144,Total number of causes supported,Average number of causes supported,11,PE,
363,Groupe d'âge,55 à 64 ans,2013,total_causes,3.2932816461698384,4.017829920259464,3.033942239216945,3.552621053122732,191,Total number of causes supported,Average number of causes supported,11,PE,
364,Groupe d'âge,65 à 74 ans,2013,total_causes,3.517390810871424,4.440420563866633,3.211270024056201,3.823511597686647,145,Total number of causes supported,Average number of causes supported,11,PE,
365,Groupe d'âge,75 ans et plus,2013,total_causes,3.086177214774004,6.310486749770512,2.704468732628833,3.4678856969191747,119,Total number of causes supported,Average number of causes supported,11,PE,
366,Groupe d'âge,15 à 24 ans,2013,total_causes,1.9619200987507155,7.635369521486345,1.6683177893195693,2.255522408181861,44,Total number of causes supported,Average number of causes supported,12,NS,
367,Groupe d'âge,25 à 34 ans,2013,total_causes,2.4222387866997703,6.126889212735797,2.1313646732972167,2.713112900102324,93,Total number of causes supported,Average number of causes supported,12,NS,
368,Groupe d'âge,35 à 44 ans,2013,total_causes,2.824585703820175,4.422808720395175,2.579735198354101,3.0694362092862484,134,Total number of causes supported,Average number of causes supported,12,NS,
369,Groupe d'âge,45 à 54 ans,2013,total_causes,2.951996783852307,4.29029349018801,2.7037686665236063,3.200224901181008,176,Total number of causes supported,Average number of causes supported,12,NS,
370,Groupe d'âge,55 à 64 ans,2013,total_causes,3.181272385634073,3.905115236146762,2.937781448755331,3.424763322512815,230,Total number of causes supported,Average number of causes supported,12,NS,
371,Groupe d'âge,65 à 74 ans,2013,total_causes,2.894794722856408,4.081888692395121,2.6632008735436954,3.12638857216912,177,Total number of causes supported,Average number of causes supported,12,NS,
372,Groupe d'âge,75 ans et plus,2013,total_causes,2.931329538461737,4.946835838898116,2.647118963070649,3.215540113852825,118,Total number of causes supported,Average number of causes supported,12,NS,
373,Groupe d'âge,15 à 24 ans,2013,total_causes,1.7468910422833788,7.173051715088434,1.501296975391218,1.99248510917554,46,Total number of causes supported,Average number of causes supported,13,NB,
374,Groupe d'âge,25 à 34 ans,2013,total_causes,2.3273615844449598,6.164926902740889,2.0461456766789428,2.608577492210976,103,Total number of causes supported,Average number of causes supported,13,NB,
375,Groupe d'âge,35 à 44 ans,2013,total_causes,2.5327208012324487,5.3771916453612585,2.265794773555547,2.7996468289093506,143,Total number of causes supported,Average number of causes supported,13,NB,
376,Groupe d'âge,45 à 54 ans,2013,total_causes,2.7320024159571585,4.494359005090908,2.4913462848135923,2.9726585471007247,171,Total number of causes supported,Average number of causes supported,13,NB,
377,Groupe d'âge,55 à 64 ans,2013,total_causes,2.9136337573398663,3.594596679955392,2.708360100038301,3.1189074146414315,243,Total number of causes supported,Average number of causes supported,13,NB,
378,Groupe d'âge,65 à 74 ans,2013,total_causes,2.895488050539808,4.269221859265322,2.653207477363323,3.1377686237162923,179,Total number of causes supported,Average number of causes supported,13,NB,
379,Groupe d'âge,75 ans et plus,2013,total_causes,2.8354068927491407,4.796007557551431,2.5688785857866985,3.101935199711583,113,Total number of causes supported,Average number of causes supported,13,NB,
380,Groupe d'âge,15 à 24 ans,2013,total_causes,1.6323386355708045,5.474957882266368,1.4571769427919703,1.807500328349638,136,Total number of causes supported,Average number of causes supported,24,QC,
381,Groupe d'âge,25 à 34 ans,2013,total_causes,2.1855258681606187,3.0743992571897576,2.0538323776332947,2.3172193586879426,283,Total number of causes supported,Average number of causes supported,24,QC,
382,Groupe d'âge,35 à 44 ans,2013,total_causes,2.310969474630086,2.87334952302204,2.180823494599076,2.441115454661096,407,Total number of causes supported,Average number of causes supported,24,QC,
383,Groupe d'âge,45 à 54 ans,2013,total_causes,2.512224239942908,3.5188357291916903,2.3389613772082227,2.6854871026775924,396,Total number of causes supported,Average number of causes supported,24,QC,
384,Groupe d'âge,55 à 64 ans,2013,total_causes,2.550820052348801,2.8177350903647933,2.409946951626748,2.6916931530708545,464,Total number of causes supported,Average number of causes supported,24,QC,
385,Groupe d'âge,65 à 74 ans,2013,total_causes,2.683713658685236,3.4656235461064258,2.501422479957653,2.866004837412818,326,Total number of causes supported,Average number of causes supported,24,QC,
386,Groupe d'âge,75 ans et plus,2013,total_causes,2.65958358797844,4.195990486793406,2.44085969344899,2.8783074825078896,168,Total number of causes supported,Average number of causes supported,24,QC,
387,Groupe d'âge,15 à 24 ans,2013,total_causes,1.746784146939932,5.100388380384905,1.5721655153618028,1.9214027785180612,166,Total number of causes supported,Average number of causes supported,35,ON,
388,Groupe d'âge,25 à 34 ans,2013,total_causes,2.3429446357029007,3.2335104364784444,2.194459019950996,2.491430251454805,307,Total number of causes supported,Average number of causes supported,35,ON,
389,Groupe d'âge,35 à 44 ans,2013,total_causes,2.511740794368863,3.03481331271746,2.3623393174499228,2.661142271287804,452,Total number of causes supported,Average number of causes supported,35,ON,
390,Groupe d'âge,45 à 54 ans,2013,total_causes,2.737120342563275,2.823496612756716,2.58564942561574,2.88859125951081,501,Total number of causes supported,Average number of causes supported,35,ON,
391,Groupe d'âge,55 à 64 ans,2013,total_causes,2.896722261261069,2.654474254240471,2.746015247170332,3.047429275351806,514,Total number of causes supported,Average number of causes supported,35,ON,
392,Groupe d'âge,65 à 74 ans,2013,total_causes,2.9966549614800453,2.72557473377344,2.8365728049238927,3.156737118036198,426,Total number of causes supported,Average number of causes supported,35,ON,
393,Groupe d'âge,75 ans et plus,2013,total_causes,2.7829732430067247,3.8091555390922176,2.575201813228267,2.9907446727851825,275,Total number of causes supported,Average number of causes supported,35,ON,
394,Groupe d'âge,15 à 24 ans,2013,total_causes,1.689840499395304,6.9844754609043225,1.458512819956779,1.921168178833829,60,Total number of causes supported,Average number of causes supported,46,MB,
395,Groupe d'âge,25 à 34 ans,2013,total_causes,2.27505104672971,4.865794190600756,2.0580844023526224,2.4920176911067973,124,Total number of causes supported,Average number of causes supported,46,MB,
396,Groupe d'âge,35 à 44 ans,2013,total_causes,2.7237231340538504,4.760604787409669,2.469583043948973,2.9778632241587277,156,Total number of causes supported,Average number of causes supported,46,MB,
397,Groupe d'âge,45 à 54 ans,2013,total_causes,2.7284880647680567,4.500642618555643,2.4878054739455067,2.9691706555906068,172,Total number of causes supported,Average number of causes supported,46,MB,
398,Groupe d'âge,55 à 64 ans,2013,total_causes,2.903457525745993,4.255356597516661,2.661299131644342,3.145615919847644,234,Total number of causes supported,Average number of causes supported,46,MB,
399,Groupe d'âge,65 à 74 ans,2013,total_causes,3.1441336752235425,4.777785668795973,2.849707947905256,3.438559402541829,170,Total number of causes supported,Average number of causes supported,46,MB,
400,Groupe d'âge,75 ans et plus,2013,total_causes,2.8877012307598457,3.829827709589889,2.6709410093175863,3.104461452202105,140,Total number of causes supported,Average number of causes supported,46,MB,
401,Groupe d'âge,15 à 24 ans,2013,total_causes,1.8967122521934985,11.174667950258923,1.4812953452540931,2.312129159132903,41,Total number of causes supported,Average number of causes supported,47,SK,
402,Groupe d'âge,25 à 34 ans,2013,total_causes,2.2552405852964217,5.628204640946022,2.0064632283618797,2.504017942230964,119,Total number of causes supported,Average number of causes supported,47,SK,
403,Groupe d'âge,35 à 44 ans,2013,total_causes,2.801362348240489,6.004170289347481,2.471699217001555,3.131025479479423,115,Total number of causes supported,Average number of causes supported,47,SK,
404,Groupe d'âge,45 à 54 ans,2013,total_causes,2.7623068111065434,5.150269642320638,2.4834700866153963,3.0411435355976906,156,Total number of causes supported,Average number of causes supported,47,SK,
405,Groupe d'âge,55 à 64 ans,2013,total_causes,3.014964260146765,3.988733400977984,2.77926117384071,3.250667346452821,178,Total number of causes supported,Average number of causes supported,47,SK,
406,Groupe d'âge,65 à 74 ans,2013,total_causes,3.0496531113801586,5.04529673682116,2.7480851169955063,3.351221105764811,132,Total number of causes supported,Average number of causes supported,47,SK,
407,Groupe d'âge,75 ans et plus,2013,total_causes,2.8942192550193377,6.81488618309727,2.507640372314602,3.2807981377240734,105,Total number of causes supported,Average number of causes supported,47,SK,
408,Groupe d'âge,15 à 24 ans,2013,total_causes,1.927389026751456,7.286019416762707,1.6521514044979864,2.2026266490049258,57,Total number of causes supported,Average number of causes supported,48,AB,
409,Groupe d'âge,25 à 34 ans,2013,total_causes,2.053653667173356,5.305448471566606,1.8401047385483504,2.267202595798361,129,Total number of causes supported,Average number of causes supported,48,AB,
410,Groupe d'âge,35 à 44 ans,2013,total_causes,2.5005035348976463,4.588767103516793,2.2756127914757176,2.725394278319575,180,Total number of causes supported,Average number of causes supported,48,AB,
411,Groupe d'âge,45 à 54 ans,2013,total_causes,2.7815854885471336,4.42425312398699,2.540383730335592,3.0227872467586754,177,Total number of causes supported,Average number of causes supported,48,AB,
412,Groupe d'âge,55 à 64 ans,2013,total_causes,3.050743181702685,4.50409967726026,2.781427443483335,3.3200589199220363,158,Total number of causes supported,Average number of causes supported,48,AB,
413,Groupe d'âge,65 à 74 ans,2013,total_causes,2.976854532518823,5.477596161049872,2.65726266879938,3.296446396238266,108,Total number of causes supported,Average number of causes supported,48,AB,
414,Groupe d'âge,75 ans et plus,2013,total_causes,2.787758349476561,7.442110697421048,2.3811284193387494,3.194388279614373,79,Total number of causes supported,Average number of causes supported,48,AB,
415,Groupe d'âge,15 à 24 ans,2013,total_causes,1.6409453265236509,9.044975220351205,1.35004139964919,1.9318492533981115,70,Total number of causes supported,Average number of causes supported,59,BC,
416,Groupe d'âge,25 à 34 ans,2013,total_causes,2.085470021098259,5.119180323872722,1.8762262829502627,2.2947137592462554,159,Total number of causes supported,Average number of causes supported,59,BC,
417,Groupe d'âge,35 à 44 ans,2013,total_causes,2.4542922136623617,4.181679244006992,2.253139878903079,2.655444548421644,231,Total number of causes supported,Average number of causes supported,59,BC,
418,Groupe d'âge,45 à 54 ans,2013,total_causes,2.64670903109839,4.0236962491607455,2.4379816238433687,2.8554364383534114,259,Total number of causes supported,Average number of causes supported,59,BC,
419,Groupe d'âge,55 à 64 ans,2013,total_causes,2.696341067733385,3.6250363957683343,2.504767631688522,2.8879145037782488,320,Total number of causes supported,Average number of causes supported,59,BC,
420,Groupe d'âge,65 à 74 ans,2013,total_causes,2.586024849508933,3.7803419499173168,2.3944176292475725,2.7776320697702936,272,Total number of causes supported,Average number of causes supported,59,BC,
421,Groupe d'âge,75 ans et plus,2013,total_causes,2.7020261288713834,4.998062945959321,2.437335017917007,2.96671723982576,185,Total number of causes supported,Average number of causes supported,59,BC,
422,Genre,Male,2013,total_causes,2.7949958504780708,2.8415673257073464,2.6393322007562845,2.950659500199857,320,Total number of causes supported,Average number of causes supported,10,NL,
423,Genre,Female,2013,total_causes,3.169019053566832,2.62483579038044,3.005986218597366,3.3320518885362977,434,Total number of causes supported,Average number of causes supported,10,NL,
424,Genre,Male,2013,total_causes,2.798760017516131,3.501338141910843,2.606695204909053,2.9908248301232083,309,Total number of causes supported,Average number of causes supported,11,PE,
425,Genre,Female,2013,total_causes,3.110405049509923,2.7754220829414797,2.9412074961302723,3.279602602889573,473,Total number of causes supported,Average number of causes supported,11,PE,
426,Genre,Male,2013,total_causes,2.6172510915292557,2.8562958991628635,2.4707311701443024,2.763771012914208,384,Total number of causes supported,Average number of causes supported,12,NS,
427,Genre,Female,2013,total_causes,2.9033660351815795,2.4110481810672435,2.766165510517043,3.040566559846116,588,Total number of causes supported,Average number of causes supported,12,NS,
428,Genre,Male,2013,total_causes,2.4209412479443486,2.843626757222088,2.2860123624576256,2.555870133431072,417,Total number of causes supported,Average number of causes supported,13,NB,
429,Genre,Female,2013,total_causes,2.7338579440587103,2.6741774841877874,2.590568478448842,2.8771474096685785,581,Total number of causes supported,Average number of causes supported,13,NB,
430,Genre,Male,2013,total_causes,2.279554910105483,1.9562947606635743,2.1921506821934225,2.366959138017544,968,Total number of causes supported,Average number of causes supported,24,QC,
431,Genre,Female,2013,total_causes,2.4340895113894505,1.8171603117086823,2.347397739637604,2.520781283141297,1212,Total number of causes supported,Average number of causes supported,24,QC,
432,Genre,Male,2013,total_causes,2.476558594335393,1.9354178964287183,2.382614074449104,2.5705031142216828,1123,Total number of causes supported,Average number of causes supported,35,ON,
433,Genre,Female,2013,total_causes,2.6517046191204208,1.5870818914171685,2.569220076126198,2.734189162114644,1518,Total number of causes supported,Average number of causes supported,35,ON,
434,Genre,Male,2013,total_causes,2.446526449899968,2.84933033213366,2.3098981048914844,2.5831547949084515,472,Total number of causes supported,Average number of causes supported,46,MB,
435,Genre,Female,2013,total_causes,2.727162021860147,2.482962209402764,2.594444231937229,2.8598798117830646,584,Total number of causes supported,Average number of causes supported,46,MB,
436,Genre,Male,2013,total_causes,2.421145810073678,3.02659628154684,2.277522963470989,2.5647686566763666,362,Total number of causes supported,Average number of causes supported,47,SK,
437,Genre,Female,2013,total_causes,2.865918720003036,3.4454548774170624,2.672384161121859,3.059453278884213,484,Total number of causes supported,Average number of causes supported,47,SK,
438,Genre,Male,2013,total_causes,2.4238648452439517,3.2217146881880208,2.270811238599111,2.576918451888792,386,Total number of causes supported,Average number of causes supported,48,AB,
439,Genre,Female,2013,total_causes,2.6049811478860923,2.8186912917999485,2.461068093904572,2.7488942018676124,502,Total number of causes supported,Average number of causes supported,48,AB,
440,Genre,Male,2013,total_causes,2.2641130057767054,2.6810288225121908,2.1451402083420725,2.3830858032113382,633,Total number of causes supported,Average number of causes supported,59,BC,
441,Genre,Female,2013,total_causes,2.551312548209712,2.375212170588906,2.4325405218501874,2.670084574569236,863,Total number of causes supported,Average number of causes supported,59,BC,
442,Éducation,Sans diplôme d'études secondaires,2013,total_causes,2.6655200109666333,4.37804241483769,2.4367969244382848,2.8942430974949818,154,Total number of causes supported,Average number of causes supported,10,NL,
443,Éducation,Diplôme d'études secondaires,2013,total_causes,2.6456927692982366,4.18109438863659,2.4288836859305505,2.8625018526659227,148,Total number of causes supported,Average number of causes supported,10,NL,
444,Éducation,Diplôme post-secondaire,2013,total_causes,3.2443421580560203,3.5654867420808785,3.0176202087556696,3.471064107356371,234,Total number of causes supported,Average number of causes supported,10,NL,
445,Éducation,Diplôme universtaire,2013,total_causes,3.589203314374963,4.122480680670088,3.2991987854530045,3.879207843296921,153,Total number of causes supported,Average number of causes supported,10,NL,
446,Éducation,Non indiqué,2013,total_causes,2.6756955894360988,7.50030667304566,2.2823594825162448,3.0690316963559527,65,Total number of causes supported,Average number of causes supported,10,NL,
447,Éducation,Sans diplôme d'études secondaires,2013,total_causes,2.6122556818950025,5.08333315222044,2.3519927325425307,2.872518631247474,119,Total number of causes supported,Average number of causes supported,11,PE,
448,Éducation,Diplôme d'études secondaires,2013,total_causes,2.545723292086967,4.362381909849041,2.3280611139111858,2.763385470262748,183,Total number of causes supported,Average number of causes supported,11,PE,
449,Éducation,Diplôme post-secondaire,2013,total_causes,3.2782068231067085,3.5595862264847877,3.0494974526123446,3.5069161936010724,257,Total number of causes supported,Average number of causes supported,11,PE,
450,Éducation,Diplôme universtaire,2013,total_causes,3.383562180510072,4.946740409913541,3.05551117478648,3.711613186233664,183,Total number of causes supported,Average number of causes supported,11,PE,
451,Éducation,Non indiqué,2013,total_causes,2.5216923291991717,9.397782707393072,2.0572138595884923,2.9861707988098503,40,Total number of causes supported,Average number of causes supported,11,PE,
452,Éducation,Sans diplôme d'études secondaires,2013,total_causes,2.373749477723093,5.122994542037679,2.1354040273337667,2.61209492811242,128,Total number of causes supported,Average number of causes supported,12,NS,
453,Éducation,Diplôme d'études secondaires,2013,total_causes,2.576820504798792,4.043944104802099,2.3725821032418315,2.781058906355752,228,Total number of causes supported,Average number of causes supported,12,NS,
454,Éducation,Diplôme post-secondaire,2013,total_causes,2.855239057934289,3.3472716106774847,2.667920191475376,3.042557924393203,294,Total number of causes supported,Average number of causes supported,12,NS,
455,Éducation,Diplôme universtaire,2013,total_causes,3.232012709123115,3.6304070852511434,3.002039906964056,3.461985511282174,264,Total number of causes supported,Average number of causes supported,12,NS,
456,Éducation,Non indiqué,2013,total_causes,2.164664945635596,6.9353394228768295,1.8704217042817504,2.458908186989441,58,Total number of causes supported,Average number of causes supported,12,NS,
457,Éducation,Sans diplôme d'études secondaires,2013,total_causes,2.1338568391371275,5.058249915878529,1.922306535424614,2.345407142849641,137,Total number of causes supported,Average number of causes supported,13,NB,
458,Éducation,Diplôme d'études secondaires,2013,total_causes,2.3123939393762543,4.118172995448035,2.1257497388611104,2.499038139891398,274,Total number of causes supported,Average number of causes supported,13,NB,
459,Éducation,Diplôme post-secondaire,2013,total_causes,2.676719278273039,3.766666035558592,2.479109680655451,2.874328875890628,292,Total number of causes supported,Average number of causes supported,13,NB,
460,Éducation,Diplôme universtaire,2013,total_causes,3.130128336612865,3.39514692012211,2.9218381506641338,3.3384185225615965,251,Total number of causes supported,Average number of causes supported,13,NB,
461,Éducation,Non indiqué,2013,total_causes,2.6276286113086247,7.782191411461789,2.226841283300986,3.0284159393162637,44,Total number of causes supported,Average number of causes supported,13,NB,
462,Éducation,Sans diplôme d'études secondaires,2013,total_causes,2.0602371015013667,4.355016009148265,1.8843819679703693,2.236092235032364,215,Total number of causes supported,Average number of causes supported,24,QC,
463,Éducation,Diplôme d'études secondaires,2013,total_causes,2.373494613801996,3.0340199322520647,2.2323530999976744,2.5146361276063174,469,Total number of causes supported,Average number of causes supported,24,QC,
464,Éducation,Diplôme post-secondaire,2013,total_causes,2.355421077182777,2.446513628600282,2.2424767851769505,2.468365369188603,726,Total number of causes supported,Average number of causes supported,24,QC,
465,Éducation,Diplôme universtaire,2013,total_causes,2.59322750923164,2.4171270731152186,2.4703738225199503,2.716081195943329,631,Total number of causes supported,Average number of causes supported,24,QC,
466,Éducation,Non indiqué,2013,total_causes,1.8526186634796136,5.553328160577566,1.6509736606855727,2.054263666273654,139,Total number of causes supported,Average number of causes supported,24,QC,
467,Éducation,Sans diplôme d'études secondaires,2013,total_causes,1.971443836866087,4.006983238195998,1.8166156506990216,2.126272023033152,201,Total number of causes supported,Average number of causes supported,35,ON,
468,Éducation,Diplôme d'études secondaires,2013,total_causes,2.2521650571258007,2.6784983600387267,2.1339317896536176,2.370398324597984,664,Total number of causes supported,Average number of causes supported,35,ON,
469,Éducation,Diplôme post-secondaire,2013,total_causes,2.6124669431385192,2.241152514120325,2.497712289410604,2.7272215968664346,788,Total number of causes supported,Average number of causes supported,35,ON,
470,Éducation,Diplôme universtaire,2013,total_causes,3.0750873942805463,2.0224864003874177,2.953190914473397,3.1969838740876955,847,Total number of causes supported,Average number of causes supported,35,ON,
471,Éducation,Non indiqué,2013,total_causes,2.3846426584765696,4.92424799392302,2.154492479804184,2.614792837148956,141,Total number of causes supported,Average number of causes supported,35,ON,
